SortOrder;Days Before LU;Location;Merchant Category;KI Country;KI Alpha2;Longitude;Latitude;AVG Spend;Anz Trx;AVG Spend;Anz Trx;Sum;MyLocation
275;1;Monte Carasso;Restaurant;Australia;AU;8.97;46.2;XS;S;2;3;6;Luzern
276;1;Pratteln;Restaurant;Australia;AU;7.69;47.52;XXS;XS;1;2;2;Luzern
277;1;Zürich;Hotel;Australia;AU;8.48;47.36;M;XS;5;2;10;Luzern
278;1;Zürich;Restaurant;Australia;AU;8.48;47.36;S;S;3;3;9;Luzern
279;1;Zürich;Shopping;Australia;AU;8.48;47.36;S;S;3;3;9;Luzern
280;1;Zürich;Supermarket;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
281;0;Basel;Supermarket;Australia;AU;7.58;47.56;XXS;XXS;1;1;1;Luzern
282;0;Bern;Supermarket;Australia;AU;7.41;46.95;XS;XXS;2;1;2;Luzern
283;0;Engelberg;Hotel;Australia;AU;8.43;46.82;S;XXS;3;1;3;Luzern
284;0;Engelberg;Restaurant;Australia;AU;8.43;46.82;S;S;3;3;9;Luzern
285;0;Engelberg;Shopping;Australia;AU;8.43;46.82;XS;S;2;3;6;Luzern
286;0;Engelberg;Supermarket;Australia;AU;8.43;46.82;XS;XXS;2;1;2;Luzern
287;0;Interlaken;Supermarket;Australia;AU;7.86;46.69;XS;XS;2;2;4;Luzern
288;0;Kriens;Hotel;Australia;AU;8.26;47.02;S;M;3;5;15;Luzern
289;0;Kriens;Restaurant;Australia;AU;8.26;47.02;S;XS;3;2;6;Luzern
290;0;Kriens;Shopping;Australia;AU;8.26;47.02;S;S;3;3;9;Luzern
291;0;Kriens;Transportation;Australia;AU;8.26;47.02;S;S;3;3;9;Luzern
292;0;Lauterbrunnen;Hotel;Australia;AU;7.89;46.55;XS;XS;2;2;4;Luzern
293;0;Luzern;Bakeries;Australia;AU;8.33;47.05;XS;M;2;5;10;Luzern
294;0;Luzern;Clocks, Jewelery;Australia;AU;8.33;47.05;M;M;5;5;25;Luzern
295;0;Luzern;Electronic Sales;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
296;0;Luzern;Hotel;Australia;AU;8.33;47.05;S;M;3;5;15;Luzern
297;0;Luzern;Museum, Theater;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
298;0;Luzern;Other;Australia;AU;8.33;47.05;S;S;3;3;9;Luzern
299;0;Luzern;Restaurant;Australia;AU;8.33;47.05;XS;L;2;8;16;Luzern
300;0;Luzern;Shopping;Australia;AU;8.33;47.05;S;XL;3;13;39;Luzern
301;0;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;L;2;8;16;Luzern
302;0;Luzern;Tourist Attractions;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
303;0;Luzern;Transportation;Australia;AU;8.33;47.05;S;S;3;3;9;Luzern
304;0;Stans;Restaurant;Australia;AU;8.36;46.96;XS;XS;2;2;4;Luzern
305;0;Stans;Shopping;Australia;AU;8.36;46.96;XS;XS;2;2;4;Luzern
306;0;Zürich;Hotel;Australia;AU;8.48;47.36;M;S;5;3;15;Luzern
307;0;Zürich;Restaurant;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
308;0;Zürich;Supermarket;Australia;AU;8.48;47.36;XXS;S;1;3;3;Luzern
309;-1;Bern;Restaurant;Australia;AU;7.41;46.95;XS;XXS;2;1;2;Luzern
310;-1;Bern;Shopping;Australia;AU;7.41;46.95;S;XS;3;2;6;Luzern
311;-1;Engelberg;Restaurant;Australia;AU;8.43;46.82;S;S;3;3;9;Luzern
312;-1;Engelberg;Transportation;Australia;AU;8.43;46.82;M;XS;5;2;10;Luzern
313;-1;Ibach;Shopping;Australia;AU;8.65;47.02;S;XS;3;2;6;Luzern
314;-1;Interlaken;Clocks, Jewelery;Australia;AU;7.86;46.69;XS;XXS;2;1;2;Luzern
315;-1;Interlaken;Hotel;Australia;AU;7.86;46.69;M;XXS;5;1;5;Luzern
316;-1;Interlaken;Restaurant;Australia;AU;7.86;46.69;S;XS;3;2;6;Luzern
317;-1;Interlaken;Supermarket;Australia;AU;7.86;46.69;XS;XXS;2;1;2;Luzern
318;-1;Interlaken;Travel Agency;Australia;AU;7.86;46.69;M;XS;5;2;10;Luzern
319;-1;Jungfraujoch;Shopping;Australia;AU;7.98;46.55;S;XS;3;2;6;Luzern
320;-1;Kriens;Hotel;Australia;AU;8.26;47.02;S;S;3;3;9;Luzern
321;-1;Kriens;Shopping;Australia;AU;8.26;47.02;S;XS;3;2;6;Luzern
322;-1;Kriens;Transportation;Australia;AU;8.26;47.02;S;S;3;3;9;Luzern
323;-1;Lauterbrunnen;Hotel;Australia;AU;7.89;46.55;S;S;3;3;9;Luzern
324;-1;Lugano;Shopping;Australia;AU;8.98;46.01;XS;XXS;2;1;2;Luzern
325;-1;Luzern;Bakeries;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
326;-1;Luzern;Clocks, Jewelery;Australia;AU;8.33;47.05;M;XXS;5;1;5;Luzern
327;-1;Luzern;Hotel;Australia;AU;8.33;47.05;M;M;5;5;25;Luzern
328;-1;Luzern;Museum, Theater;Australia;AU;8.33;47.05;XS;XXS;2;1;2;Luzern
329;-1;Luzern;Other;Australia;AU;8.33;47.05;M;XS;5;2;10;Luzern
330;-1;Luzern;Restaurant;Australia;AU;8.33;47.05;S;M;3;5;15;Luzern
331;-1;Luzern;Shopping;Australia;AU;8.33;47.05;S;M;3;5;15;Luzern
332;-1;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;L;2;8;16;Luzern
333;-1;Luzern;Tourist Attractions;Australia;AU;8.33;47.05;S;S;3;3;9;Luzern
334;-1;Stans;Shopping;Australia;AU;8.36;46.96;S;XXS;3;1;3;Luzern
335;-1;Zürich;Hotel;Australia;AU;8.48;47.36;M;S;5;3;15;Luzern
336;-1;Zürich;Restaurant;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
337;-1;Zürich;Shopping;Australia;AU;8.48;47.36;S;S;3;3;9;Luzern
338;-1;Zürich;Supermarket;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
339;-1;Zürich Flughafen;Restaurant;Australia;AU;8.52;47.35;XS;XS;2;2;4;Luzern
340;-2;Basel;Supermarket;Australia;AU;7.58;47.56;XS;XXS;2;1;2;Luzern
341;-2;Bern;Transportation;Australia;AU;7.41;46.95;S;XS;3;2;6;Luzern
342;-2;Interlaken;Restaurant;Australia;AU;7.86;46.69;S;XS;3;2;6;Luzern
343;-2;Interlaken;Supermarket;Australia;AU;7.86;46.69;XS;XXS;2;1;2;Luzern
344;-2;Luzern;Bakeries;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
345;-2;Luzern;Hotel;Australia;AU;8.33;47.05;M;S;5;3;15;Luzern
346;-2;Luzern;Restaurant;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
347;-2;Luzern;Shopping;Australia;AU;8.33;47.05;S;S;3;3;9;Luzern
348;-2;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;M;2;5;10;Luzern
349;-2;St. Moritz;Hotel;Australia;AU;9.82;46.49;XS;XXS;2;1;2;Luzern
350;-2;Zürich;Hotel;Australia;AU;8.48;47.36;M;XXS;5;1;5;Luzern
351;-2;Zürich;Other;Australia;AU;8.48;47.36;S;XXS;3;1;3;Luzern
352;-2;Zürich;Restaurant;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
353;-2;Zürich;Shopping;Australia;AU;8.48;47.36;M;S;5;3;15;Luzern
354;-2;Zürich;Supermarket;Australia;AU;8.48;47.36;XS;S;2;3;6;Luzern
355;-2;Zürich Flughafen;Restaurant;Australia;AU;8.52;47.35;XS;XS;2;2;4;Luzern
356;-2;Zürich Flughafen;Shopping;Australia;AU;8.52;47.35;XS;XXS;2;1;2;Luzern
357;-3;Basel;Supermarket;Australia;AU;7.58;47.56;XS;XS;2;2;4;Luzern
358;-3;Interlaken;Supermarket;Australia;AU;7.86;46.69;XS;XS;2;2;4;Luzern
359;-3;Luzern;Hotel;Australia;AU;8.33;47.05;M;S;5;3;15;Luzern
360;-3;Luzern;Restaurant;Australia;AU;8.33;47.05;M;XXS;5;1;5;Luzern
361;-3;Luzern;Shopping;Australia;AU;8.33;47.05;S;XS;3;2;6;Luzern
362;-3;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
363;-3;Zermatt;Supermarket;Australia;AU;7.75;45.99;XXS;XS;1;2;2;Luzern
364;-3;Zürich;Restaurant;Australia;AU;8.48;47.36;S;XS;3;2;6;Luzern
365;-3;Zürich;Shopping;Australia;AU;8.48;47.36;S;XXS;3;1;3;Luzern
366;-4;Luzern;Shopping;Australia;AU;8.33;47.05;S;XS;3;2;6;Luzern
367;-4;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
368;-4;Zermatt;Supermarket;Australia;AU;7.75;45.99;XXS;XS;1;2;2;Luzern
369;-4;Zürich;Shopping;Australia;AU;8.48;47.36;S;XS;3;2;6;Luzern
370;-5;Zürich;Supermarket;Australia;AU;8.48;47.36;XS;XS;2;2;4;Luzern
371;-6;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;S;2;3;6;Luzern
372;-7;Basel;Supermarket;Australia;AU;7.58;47.56;XS;XXS;2;1;2;Luzern
373;-7;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
374;-8;Luzern;Shopping;Australia;AU;8.33;47.05;M;XXS;5;1;5;Luzern
375;-8;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
376;-8;Zürich;Supermarket;Australia;AU;8.48;47.36;XS;XS;2;2;4;Luzern
377;-9;Luzern;Supermarket;Australia;AU;8.33;47.05;XS;XS;2;2;4;Luzern
378;9;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
379;9;Zürich;Restaurant;Canada;CA;8.48;47.36;S;XXS;3;1;3;Luzern
380;8;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
381;8;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;XXS;2;1;2;Luzern
382;7;Luzern;Supermarket;Canada;CA;8.33;47.05;XXS;XS;1;2;2;Luzern
383;6;Genève;Shopping;Canada;CA;6.14;46.21;XS;XXS;2;1;2;Luzern
384;6;Luzern;Restaurant;Canada;CA;8.33;47.05;XS;XXS;2;1;2;Luzern
385;6;Luzern;Shopping;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
386;6;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
387;5;Broc;FoodStore;Canada;CA;7.12;46.6;XS;XS;2;2;4;Luzern
388;5;Luzern;Restaurant;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
389;5;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
390;5;Zermatt;Shopping;Canada;CA;7.75;45.99;S;XS;3;2;6;Luzern
391;5;Zürich;Shopping;Canada;CA;8.48;47.36;M;XXS;5;1;5;Luzern
392;4;Basel;Supermarket;Canada;CA;7.58;47.56;S;XXS;3;1;3;Luzern
393;4;Genève;Restaurant;Canada;CA;6.14;46.21;XS;XXS;2;1;2;Luzern
394;4;Luzern;Shopping;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
395;4;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
396;3;Bern;Restaurant;Canada;CA;7.41;46.95;S;XS;3;2;6;Luzern
397;3;Luzern;Bakeries;Canada;CA;8.33;47.05;XXS;XXS;1;1;1;Luzern
398;3;Luzern;Restaurant;Canada;CA;8.33;47.05;S;XS;3;2;6;Luzern
399;3;Luzern;Shopping;Canada;CA;8.33;47.05;S;XS;3;2;6;Luzern
400;3;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
401;3;Zürich;Hotel;Canada;CA;8.48;47.36;S;XS;3;2;6;Luzern
402;3;Zürich;Restaurant;Canada;CA;8.48;47.36;XS;S;2;3;6;Luzern
403;3;Zürich;Shopping;Canada;CA;8.48;47.36;XS;XS;2;2;4;Luzern
404;2;Bern;Restaurant;Canada;CA;7.41;46.95;S;S;3;3;9;Luzern
405;2;Bern;Supermarket;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
406;2;Bern;Transportation;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
407;2;Grindelwald;Hotel;Canada;CA;8.05;46.62;M;XXS;5;1;5;Luzern
408;2;Grindelwald;Transportation;Canada;CA;8.05;46.62;S;XS;3;2;6;Luzern
409;2;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XS;2;2;4;Luzern
410;2;Kriens;Hotel;Canada;CA;8.26;47.02;XS;XXS;2;1;2;Luzern
411;2;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
412;2;Luzern;Hotel;Canada;CA;8.33;47.05;M;S;5;3;15;Luzern
413;2;Luzern;Restaurant;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
414;2;Luzern;Shopping;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
415;2;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;M;2;5;10;Luzern
416;2;Zermatt;Hotel;Canada;CA;7.75;45.99;M;XXS;5;1;5;Luzern
417;2;Zürich;Hotel;Canada;CA;8.48;47.36;M;S;5;3;15;Luzern
418;2;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
419;2;Zürich;Shopping;Canada;CA;8.48;47.36;S;XS;3;2;6;Luzern
420;2;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;XXS;2;1;2;Luzern
421;1;Bern;Restaurant;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
422;1;Bern;Supermarket;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
423;1;Bern;Transportation;Canada;CA;7.41;46.95;S;XXS;3;1;3;Luzern
424;1;Engelberg;Transportation;Canada;CA;8.43;46.82;M;XXS;5;1;5;Luzern
425;1;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XXS;2;1;2;Luzern
426;1;Kriens;Hotel;Canada;CA;8.26;47.02;S;XS;3;2;6;Luzern
427;1;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
428;1;Luzern;Hotel;Canada;CA;8.33;47.05;M;S;5;3;15;Luzern
429;1;Luzern;Other;Canada;CA;8.33;47.05;M;XS;5;2;10;Luzern
430;1;Luzern;Restaurant;Canada;CA;8.33;47.05;S;M;3;5;15;Luzern
431;1;Luzern;Shopping;Canada;CA;8.33;47.05;M;M;5;5;25;Luzern
432;1;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;M;2;5;10;Luzern
433;1;Luzern;Tourist Attractions;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
434;1;Luzern;Transportation;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
435;1;Zürich;Hotel;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
436;1;Zürich;Other;Canada;CA;8.48;47.36;M;XS;5;2;10;Luzern
437;1;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
438;1;Zürich;Shopping;Canada;CA;8.48;47.36;S;XS;3;2;6;Luzern
439;1;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;XS;2;2;4;Luzern
440;0;Alpnachstad;Transportation;Canada;CA;8.28;46.97;S;S;3;3;9;Luzern
441;0;Bern;Transportation;Canada;CA;7.41;46.95;S;XXS;3;1;3;Luzern
442;0;Engelberg;Restaurant;Canada;CA;8.43;46.82;XS;XS;2;2;4;Luzern
443;0;Engelberg;Shopping;Canada;CA;8.43;46.82;S;XXS;3;1;3;Luzern
444;0;Kriens;Hotel;Canada;CA;8.26;47.02;XS;M;2;5;10;Luzern
445;0;Kriens;Shopping;Canada;CA;8.26;47.02;S;M;3;5;15;Luzern
446;0;Kriens;Transportation;Canada;CA;8.26;47.02;S;S;3;3;9;Luzern
447;0;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;M;2;5;10;Luzern
448;0;Luzern;Clocks, Jewelery;Canada;CA;8.33;47.05;L;M;8;5;40;Luzern
449;0;Luzern;Electronic Sales;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
450;0;Luzern;Hotel;Canada;CA;8.33;47.05;L;S;8;3;24;Luzern
451;0;Luzern;Other;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
452;0;Luzern;Restaurant;Canada;CA;8.33;47.05;S;L;3;8;24;Luzern
453;0;Luzern;Shopping;Canada;CA;8.33;47.05;S;L;3;8;24;Luzern
454;0;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;L;2;8;16;Luzern
455;0;Luzern;Tourist Attractions;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
456;0;Luzern;Transportation;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
457;0;Stans;Restaurant;Canada;CA;8.36;46.96;XS;XXS;2;1;2;Luzern
458;0;Zürich;Hotel;Canada;CA;8.48;47.36;S;XS;3;2;6;Luzern
459;0;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
460;0;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;XS;2;2;4;Luzern
461;-1;Basel;Restaurant;Canada;CA;7.58;47.56;S;XXS;3;1;3;Luzern
462;-1;Basel;Supermarket;Canada;CA;7.58;47.56;XS;XXS;2;1;2;Luzern
463;-1;Bern;Restaurant;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
464;-1;Bern;Supermarket;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
465;-1;Bern;Transportation;Canada;CA;7.41;46.95;M;S;5;3;15;Luzern
466;-1;Engelberg;Restaurant;Canada;CA;8.43;46.82;XS;XXS;2;1;2;Luzern
467;-1;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XS;2;2;4;Luzern
468;-1;Kriens;Hotel;Canada;CA;8.26;47.02;M;S;5;3;15;Luzern
469;-1;Kriens;Shopping;Canada;CA;8.26;47.02;S;XS;3;2;6;Luzern
470;-1;Lauterbrunnen;Hotel;Canada;CA;7.89;46.55;XS;XS;2;2;4;Luzern
471;-1;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
472;-1;Luzern;Clocks, Jewelery;Canada;CA;8.33;47.05;M;XS;5;2;10;Luzern
473;-1;Luzern;Hotel;Canada;CA;8.33;47.05;M;S;5;3;15;Luzern
474;-1;Luzern;Other;Canada;CA;8.33;47.05;M;XXS;5;1;5;Luzern
475;-1;Luzern;Restaurant;Canada;CA;8.33;47.05;S;M;3;5;15;Luzern
476;-1;Luzern;Shopping;Canada;CA;8.33;47.05;S;M;3;5;15;Luzern
477;-1;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;M;2;5;10;Luzern
478;-1;Luzern;Transportation;Canada;CA;8.33;47.05;S;XS;3;2;6;Luzern
479;-1;Zürich;Hotel;Canada;CA;8.48;47.36;M;S;5;3;15;Luzern
480;-1;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
481;-1;Zürich;Shopping;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
482;-1;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;S;2;3;6;Luzern
483;-2;Bern;Transportation;Canada;CA;7.41;46.95;S;XXS;3;1;3;Luzern
484;-2;Grindelwald;Transportation;Canada;CA;8.05;46.62;M;XS;5;2;10;Luzern
485;-2;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;S;2;3;6;Luzern
486;-2;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
487;-2;Luzern;Hotel;Canada;CA;8.33;47.05;L;XS;8;2;16;Luzern
488;-2;Luzern;Restaurant;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
489;-2;Luzern;Shopping;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
490;-2;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;M;2;5;10;Luzern
491;-2;Sion;Supermarket;Canada;CA;7.37;46.23;XS;XXS;2;1;2;Luzern
492;-2;Wengen;Supermarket;Canada;CA;7.91;46.6;XS;XS;2;2;4;Luzern
493;-2;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
494;-2;Zürich;Shopping;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
495;-2;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;S;2;3;6;Luzern
496;-3;Bern;Restaurant;Canada;CA;7.41;46.95;S;XXS;3;1;3;Luzern
497;-3;Bern;Shopping;Canada;CA;7.41;46.95;S;XXS;3;1;3;Luzern
498;-3;Bern;Supermarket;Canada;CA;7.41;46.95;XS;XS;2;2;4;Luzern
499;-3;Grindelwald;Transportation;Canada;CA;8.05;46.62;S;XXS;3;1;3;Luzern
500;-3;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XXS;2;1;2;Luzern
501;-3;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;XXS;2;1;2;Luzern
502;-3;Luzern;Hotel;Canada;CA;8.33;47.05;L;XS;8;2;16;Luzern
503;-3;Luzern;Restaurant;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
504;-3;Luzern;Shopping;Canada;CA;8.33;47.05;S;S;3;3;9;Luzern
505;-3;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
506;-3;Zürich;Restaurant;Canada;CA;8.48;47.36;S;S;3;3;9;Luzern
507;-3;Zürich;Supermarket;Canada;CA;8.48;47.36;XS;XS;2;2;4;Luzern
508;-4;Bern;Transportation;Canada;CA;7.41;46.95;M;XS;5;2;10;Luzern
509;-4;Interlaken;Supermarket;Canada;CA;7.86;46.69;XXS;XXS;1;1;1;Luzern
510;-4;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
511;-4;Luzern;Hotel;Canada;CA;8.33;47.05;L;XXS;8;1;8;Luzern
512;-4;Luzern;Restaurant;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
513;-4;Luzern;Shopping;Canada;CA;8.33;47.05;S;XXS;3;1;3;Luzern
514;-4;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
515;-4;Zermatt;Restaurant;Canada;CA;7.75;45.99;XS;XS;2;2;4;Luzern
516;-4;Zermatt;Supermarket;Canada;CA;7.75;45.99;XS;XXS;2;1;2;Luzern
517;-5;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XXS;2;1;2;Luzern
518;-5;Luzern;Restaurant;Canada;CA;8.33;47.05;M;XS;5;2;10;Luzern
519;-5;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
520;-6;Interlaken;Supermarket;Canada;CA;7.86;46.69;XS;XS;2;2;4;Luzern
521;-6;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
522;-6;Zermatt;Supermarket;Canada;CA;7.75;45.99;S;XS;3;2;6;Luzern
523;-6;Zürich;Restaurant;Canada;CA;8.48;47.36;S;XXS;3;1;3;Luzern
524;-7;Broc;FoodStore;Canada;CA;7.12;46.6;XS;XXS;2;1;2;Luzern
525;-7;Luzern;Bakeries;Canada;CA;8.33;47.05;XS;XXS;2;1;2;Luzern
526;-7;Luzern;Restaurant;Canada;CA;8.33;47.05;S;XS;3;2;6;Luzern
527;-7;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
528;-8;Luzern;Shopping;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
529;-8;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;S;2;3;6;Luzern
530;-9;Genève;Restaurant;Canada;CA;6.14;46.21;XS;XXS;2;1;2;Luzern
531;-9;Luzern;Supermarket;Canada;CA;8.33;47.05;XXS;XS;1;2;2;Luzern
532;-9;Zürich;Restaurant;Canada;CA;8.48;47.36;XS;XXS;2;1;2;Luzern
533;-10;Luzern;Supermarket;Canada;CA;8.33;47.05;XS;XS;2;2;4;Luzern
534;10;Lausanne;Supermarket;China;CN;6.63;46.52;XS;XXS;2;1;2;Luzern
535;9;Bern;Transportation;China;CN;7.41;46.95;M;XXS;5;1;5;Luzern
536;9;Lausanne;Supermarket;China;CN;6.63;46.52;XXS;S;1;3;3;Luzern
537;9;Lausanne;Transportation;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
538;8;Genève;Hotel;China;CN;6.14;46.21;L;XXS;8;1;8;Luzern
539;8;Genève;Restaurant;China;CN;6.14;46.21;M;XXS;5;1;5;Luzern
540;8;Lausanne;Service Stations;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
541;8;Luzern;Supermarket;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
542;7;Bern;Transportation;China;CN;7.41;46.95;S;S;3;3;9;Luzern
543;7;Genève;Hotel;China;CN;6.14;46.21;L;XS;8;2;16;Luzern
544;7;Genève;Supermarket;China;CN;6.14;46.21;XS;XS;2;2;4;Luzern
545;7;Luzern;Supermarket;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
546;7;Montreux;Transportation;China;CN;6.94;46.45;XS;XS;2;2;4;Luzern
547;7;Zermatt;Shopping;China;CN;7.75;45.99;XS;XS;2;2;4;Luzern
548;7;Zürich;Hotel;China;CN;8.48;47.36;M;XS;5;2;10;Luzern
549;6;Bern;Transportation;China;CN;7.41;46.95;S;XS;3;2;6;Luzern
550;6;Genève;Hotel;China;CN;6.14;46.21;M;S;5;3;15;Luzern
551;6;Genève;Shopping;China;CN;6.14;46.21;XL;XS;13;2;26;Luzern
552;6;Interlaken;Clocks, Jewelery;China;CN;7.86;46.69;XXL;XS;21;2;42;Luzern
553;6;Lausanne;Service Stations;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
554;6;Lausanne;Transportation;China;CN;6.63;46.52;XXS;XS;1;2;2;Luzern
555;6;Luzern;Hotel;China;CN;8.33;47.05;XL;XXS;13;1;13;Luzern
556;6;Luzern;Shopping;China;CN;8.33;47.05;S;XS;3;2;6;Luzern
557;6;Luzern;Supermarket;China;CN;8.33;47.05;XS;XS;2;2;4;Luzern
558;6;Zürich;Other;China;CN;8.48;47.36;M;XXS;5;1;5;Luzern
559;6;Zürich;Restaurant;China;CN;8.48;47.36;XS;XS;2;2;4;Luzern
560;6;Zürich;Shopping;China;CN;8.48;47.36;M;XS;5;2;10;Luzern
561;5;Bern;Restaurant;China;CN;7.41;46.95;S;XS;3;2;6;Luzern
562;5;Bern;Shopping;China;CN;7.41;46.95;S;XS;3;2;6;Luzern
563;5;Genève;Hotel;China;CN;6.14;46.21;M;S;5;3;15;Luzern
564;5;Genève;Shopping;China;CN;6.14;46.21;M;XS;5;2;10;Luzern
565;5;Genève;Supermarket;China;CN;6.14;46.21;XS;XS;2;2;4;Luzern
566;5;Interlaken;Clocks, Jewelery;China;CN;7.86;46.69;XXL;XS;21;2;42;Luzern
567;5;Lausanne;Hotel;China;CN;6.63;46.52;M;XS;5;2;10;Luzern
568;5;Luzern;Supermarket;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
569;5;Montreux;Service Stations;China;CN;6.94;46.45;XS;XXS;2;1;2;Luzern
570;5;Zermatt;Supermarket;China;CN;7.75;45.99;XS;XXS;2;1;2;Luzern
571;5;Zürich;Other;China;CN;8.48;47.36;S;XS;3;2;6;Luzern
572;5;Zürich;Restaurant;China;CN;8.48;47.36;XS;XS;2;2;4;Luzern
573;5;Zürich;Shopping;China;CN;8.48;47.36;M;S;5;3;15;Luzern
